timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,Participant ID,Birthdate,Gender
2025-08-07 21:53:13,5,500,157.5,0.10024333000183105,1754571193.6731544,1754571193.7733977,1,3,2002-09-21,남성
2025-08-07 21:53:15,305,500,150.5,1.3630383014678955,1754571194.2337584,1754571195.5967968,0,3,2002-09-21,남성
2025-08-07 21:53:16,205,500,164.0,0.380352258682251,1754571195.928229,1754571196.3085814,1,3,2002-09-21,남성
2025-08-07 21:53:16,405,500,239.0,0.28778982162475586,1754571196.6206243,1754571196.9084141,1,3,2002-09-21,남성
2025-08-07 21:53:17,80,500,290.0,0.14696812629699707,1754571197.1605334,1754571197.3075016,0,3,2002-09-21,남성
2025-08-07 21:53:17,30,500,335.5,0.25811147689819336,1754571197.6811013,1754571197.9392128,0,3,2002-09-21,남성
2025-08-07 21:53:18,380,500,381.0,0.19514679908752441,1754571198.1516082,1754571198.346755,0,3,2002-09-21,남성
2025-08-07 21:53:18,105,500,407.0,0.23679804801940918,1754571198.5666635,1754571198.8034616,0,3,2002-09-21,남성
2025-08-07 21:53:19,480,500,418.5,0.262343168258667,1754571198.9800112,1754571199.2423544,0,3,2002-09-21,남성
2025-08-07 21:53:19,180,500,452.0,0.5778591632843018,1754571199.3767512,1754571199.9546103,1,3,2002-09-21,남성
2025-08-07 21:53:20,55,500,457.0,0.3844006061553955,1754571200.0573616,1754571200.4417622,0,3,2002-09-21,남성
2025-08-07 21:53:20,155,500,461.0,0.32223081588745117,1754571200.584131,1754571200.9063618,1,3,2002-09-21,남성
2025-08-07 21:53:21,280,500,470.0,0.3773994445800781,1754571201.039883,1754571201.4172823,1,3,2002-09-21,남성
2025-08-07 21:53:21,330,500,474.5,0.37641191482543945,1754571201.5612156,1754571201.9376276,0,3,2002-09-21,남성
2025-08-07 21:53:22,130,500,482.5,0.34913039207458496,1754571202.1404514,1754571202.4895818,1,3,2002-09-21,남성
2025-08-07 21:53:23,355,500,487.5,0.3685178756713867,1754571202.6887,1754571203.0572178,1,3,2002-09-21,남성
2025-08-07 21:53:23,455,500,488.0,0.31341004371643066,1754571203.2467732,1754571203.5601833,1,3,2002-09-21,남성
2025-08-07 21:53:24,430,500,451.5,0.3786656856536865,1754571203.7261124,1754571204.104778,0,3,2002-09-21,남성
2025-08-07 21:53:24,230,500,433.0,0.23684120178222656,1754571204.2832866,1754571204.5201278,0,3,2002-09-21,남성
2025-08-07 21:53:24,255,500,426.5,0.24884414672851562,1754571204.6625626,1754571204.9114068,1,3,2002-09-21,남성
