timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,post_mean_a,post_mean_b,post_mean_lam,post_mean_sigma,post_sd_a,post_sd_b,post_sd_lam,post_sd_sigma,Participant ID,Birthdate,Gender
2025-08-07 21:52:23,500,500,140.0,0.34134507179260254,1754571143.231031,1754571143.572376,1,0.7500104904174805,49.99997329711914,0.49999985098838806,50.500057220458984,0.15811392664909363,31.622798919677734,0.3027651906013489,31.306556701660156,3,2002-09-21,남성
2025-08-07 21:52:27,130,500,132.0,2.436826229095459,1754571145.4315047,1754571147.868331,1,0.5549587607383728,28.09695053100586,0.4999994933605194,86.19625091552734,0.07081180065870285,26.51520347595215,0.30276501178741455,13.885225296020508,3,2002-09-21,남성
2025-08-07 21:52:30,130,500,188.5,0.5418565273284912,1754571149.7467606,1754571150.2886171,1,0.5469493865966797,24.355037689208984,0.4391700327396393,83.9277114868164,0.06364499777555466,24.273637771606445,0.2838002145290375,14.870696067810059,3,2002-09-21,남성
2025-08-07 21:52:32,130,500,273.0,0.813936710357666,1754571152.1855667,1754571152.9995034,1,0.5461868643760681,25.17723846435547,0.4837871491909027,82.68603515625,0.06278663128614426,24.390783309936523,0.2753607928752899,15.09212875366211,3,2002-09-21,남성
2025-08-07 21:52:35,500,500,255.5,0.917119026184082,1754571154.8726225,1754571155.7897415,0,0.5533029437065125,30.165008544921875,0.591654360294342,85.60342407226562,0.06719525158405304,26.39333724975586,0.2648041248321533,13.270966529846191,3,2002-09-21,남성
2025-08-07 21:52:38,125,500,387.0,0.352262020111084,1754571157.7328854,1754571158.0851474,1,0.5387439131736755,25.872060775756836,0.6258419752120972,82.83871459960938,0.05255235359072685,24.04914665222168,0.2568185031414032,14.334943771362305,3,2002-09-21,남성
2025-08-07 21:52:40,125,500,231.0,0.8271379470825195,1754571160.0092344,1754571160.8363724,0,0.553941011428833,35.203983306884766,0.7371848225593567,90.90093231201172,0.062069859355688095,27.313400268554688,0.2176159918308258,9.925702095031738,3,2002-09-21,남성
2025-08-07 21:52:43,500,500,247.0,1.2078478336334229,1754571162.7397547,1754571163.9476025,1,0.5534504652023315,35.35298538208008,0.7543893456459045,89.7189712524414,0.061328962445259094,27.145315170288086,0.20641832053661346,10.489018440246582,3,2002-09-21,남성
2025-08-07 21:52:46,130,500,247.0,0.7179033756256104,1754571166.0351408,1754571166.7530441,0,0.5425097346305847,31.442405700683594,0.7786186337471008,88.45037841796875,0.052034057676792145,25.32469367980957,0.19475853443145752,11.034319877624512,3,2002-09-21,남성
2025-08-07 21:52:49,500,500,247.5,0.6357669830322266,1754571168.7964334,1754571169.4322004,0,0.5427585244178772,31.97890281677246,0.7982878684997559,87.12395477294922,0.05183625966310501,25.23926544189453,0.18214936554431915,11.50100040435791,3,2002-09-21,남성
2025-08-07 21:52:51,500,500,405.5,0.014003276824951172,1754571171.5212576,1754571171.535261,1,0.5355677008628845,28.666614532470703,0.8176780343055725,85.55841064453125,0.04565582424402237,23.449434280395508,0.17115943133831024,11.992679595947266,3,2002-09-21,남성
2025-08-07 21:52:53,120,500,465.5,0.42294812202453613,1754571173.5110917,1754571173.9340398,0,0.545551061630249,34.151695251464844,0.7898697853088379,87.78785705566406,0.05154325067996979,25.402305603027344,0.1838572472333908,10.86351490020752,3,2002-09-21,남성
2025-08-07 21:52:56,120,500,309.5,0.05541729927062988,1754571175.9571612,1754571176.0125785,0,0.5567535758018494,42.743141174316406,0.8447878956794739,94.10594940185547,0.05890832096338272,27.664413452148438,0.14995218813419342,7.507728099822998,3,2002-09-21,남성
2025-08-07 21:52:58,500,500,213.0,0.3634614944458008,1754571178.024225,1754571178.3876865,1,0.5590460896492004,45.08506393432617,0.8616552352905273,93.83657836914062,0.06026853621006012,27.905733108520508,0.13746319711208344,7.634504795074463,3,2002-09-21,남성
2025-08-07 21:53:00,125,500,471.0,0.31298041343688965,1754571180.4018714,1754571180.7148519,0,0.5495423674583435,41.458065032958984,0.8742470145225525,93.84956359863281,0.05391167476773262,26.679609298706055,0.12965349853038788,7.588655471801758,3,2002-09-21,남성
2025-08-07 21:53:03,500,500,422.5,0.312518835067749,1754571182.7050626,1754571183.0175815,0,0.5573635101318359,48.98637771606445,0.8998251557350159,96.34114074707031,0.05936283990740776,27.950788497924805,0.10957447439432144,5.832219123840332,3,2002-09-21,남성
2025-08-07 21:53:05,115,500,388.5,0.008947610855102539,1754571185.0075166,1754571185.0164642,1,0.5640371441841125,51.56321716308594,0.8934747576713562,96.4185562133789,0.06264861673116684,28.46168327331543,0.11346045881509781,5.7496771812438965,3,2002-09-21,남성
2025-08-07 21:53:07,115,500,299.0,0.25391435623168945,1754571187.018213,1754571187.2721274,0,0.5676112771034241,55.405025482177734,0.9088677167892456,96.74070739746094,0.06494370847940445,28.587900161743164,0.10108350217342377,5.473999500274658,3,2002-09-21,남성
2025-08-07 21:53:09,500,500,262.5,0.39513182640075684,1754571189.2519367,1754571189.6470685,1,0.5683357119560242,56.57537841796875,0.9137051105499268,96.44537353515625,0.06543370336294174,28.52006721496582,0.09679433703422546,5.694863319396973,3,2002-09-21,남성
2025-08-07 21:53:11,110,500,225.0,0.017515182495117188,1754571191.6654813,1754571191.6829965,0,0.5615001320838928,55.426544189453125,0.9182783365249634,96.28831481933594,0.06167540326714516,28.111679077148438,0.09360842406749725,5.798480033874512,3,2002-09-21,남성
