timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,posterior_mean,posterior_std,log_marginal_likelihood,Participant ID,Name,Birthdate,Gender,Handedness,Major/Grade
2025-08-05 16:21:08,103,500,194.0,1.473745346069336,1754378467.3855388,1754378468.8592842,0,0.0,1.0,0.0,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:11,5,500,10.0,1.860640287399292,1754378469.1688323,1754378471.0294726,0,194.0,1.0,-0.9189385332546727,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:14,12,500,38.0,3.330744743347168,1754378471.2735758,1754378474.6043205,0,101.99999999789344,92.0,-2.8378770664093453,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:16,19,500,22.5,2.1544291973114014,1754378474.8159442,1754378476.9703734,1,80.66666666568972,80.94991592885621,-4.256815599603483,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:18,26,500,84.5,1.0249383449554443,1754378477.1684802,1754378478.1934185,1,66.1249999990011,74.49192489793776,-5.675754132807114,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:20,32,500,61.0,1.9315032958984375,1754378478.9758549,1754378480.9073582,1,69.8000002238807,67.03178350603541,-7.09469266600955,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:22,39,500,67.5,1.5585658550262451,1754378481.1127663,1754378482.6713321,0,68.33333333316541,61.27918805670396,-8.513631199694121,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:26,46,500,77.5,4.029160261154175,1754378482.8252425,1754378486.8544028,1,68.21428571426935,56.73425341188586,-9.932569732971546,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:28,53,500,125.5,1.1359570026397705,1754378487.057618,1754378488.193575,1,69.37500000018603,53.158812768909726,-11.35150826629881,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:31,60,500,101.0,2.917383909225464,1754378488.5363784,1754378491.4537623,1,75.61111111225344,53.131795135502315,-12.770446799508747,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:32,66,500,115.5,1.3177392482757568,1754378491.6337726,1754378492.9515119,1,78.15000034800504,50.97747051394371,-14.189385332633346,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:35,73,500,94.5,2.184723377227783,1754378493.1378634,1754378495.3225868,0,81.54545454623202,49.776981968418866,-15.608323861503802,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:37,80,500,100.5,1.7077765464782715,1754378495.4897625,1754378497.197539,0,82.62500000027191,47.79213891077346,-17.027262394626604,12,Twelve,1212-12-12,Male,Right,
2025-08-05 16:21:42,86,500,103.5,5.495054244995117,1754378497.4252827,1754378502.920337,0,84.00000025129467,46.163588715316784,-18.44620092783395,12,Twelve,1212-12-12,Male,Right,
