timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,posterior_mean,posterior_std,log_marginal_likelihood,Name,Participant ID,Birthdate,Gender,Handedness,Major/Grade
2025-08-01 10:44:32,22,200,155.8,0.0050275325775146484,1754012672.5735877,1754012672.5786152,1,0.0,1.0,0.0,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:32,5,6,4.67,0.005999565124511719,1754012672.72258,1754012672.7285795,0,155.8,1.0,-0.9189385332546727,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:32,5,12,9.35,0.026993751525878906,1754012672.8204842,1754012672.847478,1,80.23499884914658,75.56500000000001,-2.8378770664093453,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:33,5,18,14.02,0.059076547622680664,1754012672.9661865,1754012673.025263,1,56.606665946948596,70.166295961016,-4.256815592021612,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:33,5,25,19.48,0.013987541198730469,1754012673.0831873,1754012673.097175,0,45.95999999926866,63.50225468438109,-5.675754122693347,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:33,5,32,24.86,0.017012357711791992,1754012673.1969757,1754012673.213988,0,40.66399999951494,57.77732724867083,-7.094692657070772,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:33,5,38,29.45,0.01924753189086914,1754012673.3452833,1754012673.3645308,0,38.02999979942117,53.07107875293285,-8.51363119032535,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:33,5,45,34.74,0.02400040626525879,1754012673.456883,1754012673.4808834,1,36.80428571411732,49.225916767823165,-9.93256972239858,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:34,5,52,40.09,0.3053722381591797,1754012674.0077472,1754012674.3131194,1,36.54624999995864,46.05168942001477,-11.351508254410223,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
2025-08-01 10:44:34,5,59,45.49,0.3310987949371338,1754012674.6485443,1754012674.979643,0,36.94000000007213,43.43223022390426,-12.770446785810183,HyunjinRyu,99,1987-03-25,Male,Left,StartingPitcher
