timestamp,given_number,upper_bound,estimation,estimation_rt,stimulus_ts_on,stimulus_ts_off,size_control,posterior_mean,posterior_std,log_marginal_likelihood,Participant ID,Name,Birthdate,Gender,Handedness,Major/Grade
2025-08-05 16:50:57,103,500,209.5,1.7936084270477295,1754380255.904383,1754380257.6979914,0,0.0,1.0,0.0,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:00,5,500,3.0,2.1632027626037598,1754380258.006953,1754380260.1701558,0,209.5,1.0,-0.9189385332546727,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:01,12,500,52.5,1.4091262817382812,1754380260.486766,1754380261.8958924,0,106.24999999763585,103.25,-2.8378770664093453,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:03,19,500,43.0,1.4744939804077148,1754380262.1116204,1754380263.5861144,1,88.33333333251284,88.02872006087307,-4.256815599604982,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:04,26,500,83.5,0.8768105506896973,1754380263.822955,1754380264.6997654,1,76.99999999922149,78.72182035496893,-5.675754132808914,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:05,32,500,89.0,1.054581880569458,1754380264.9114377,1754380265.9660196,1,78.3000000791959,70.45892420410632,-7.094692666011048,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:07,38,500,66.0,1.4809117317199707,1754380266.1670063,1754380267.647918,0,80.08333346913398,64.44339678267193,-8.513631199099647,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:09,45,500,111.5,1.9245686531066895,1754380267.8635058,1754380269.7880745,1,78.07142857115217,59.86617729297128,-9.93256973272443,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:10,52,500,116.5,0.8035745620727539,1754380269.992416,1754380270.7959905,1,82.25000000066974,57.0805352112259,-11.35150826608957,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:11,58,500,114.0,0.9102542400360107,1754380271.0316827,1754380271.941937,1,86.05555601922383,54.88191588636483,-12.770446799143677,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:12,65,500,93.5,0.6002755165100098,1754380272.1757672,1754380272.7760427,1,88.85000000057586,52.73615932166467,-14.189385328219398,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:13,72,500,128.5,0.6637990474700928,1754380273.0640998,1754380273.7278988,0,89.27272727282406,50.29972150490572,-15.608323861102706,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:14,78,500,143.5,0.7447314262390137,1754380273.9451654,1754380274.6898968,0,92.54166721431136,49.36364145018297,-17.027262394398615,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:16,85,500,128.5,1.226426362991333,1754380274.8815184,1754380276.1079447,0,96.46153846261552,49.33264699133422,-18.44620091793847,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:17,92,500,150.5,0.6768317222595215,1754380276.7693596,1754380277.4461913,0,98.7500000006812,48.24888969855014,-19.865139451236864,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:23,110,500,183.0,5.761524438858032,1754380277.6578434,1754380283.4193678,1,102.20000000245689,48.367275438392575,-21.284077985076664,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:24,116,500,169.0,0.8327746391296387,1754380283.6652946,1754380284.4980693,0,107.25000115367096,50.75153938552012,-22.703016519161793,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:25,123,500,152.5,0.611342191696167,1754380284.680619,1754380285.2919612,1,110.88235294250721,51.335267493033626,-24.121955027521228,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:26,130,500,136.0,0.5330092906951904,1754380285.5029087,1754380286.035918,1,113.19444444534443,50.79155083084655,-25.540893560748174,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:26,137,500,181.0,0.5562307834625244,1754380286.1856878,1754380286.7419186,0,114.39473684259997,49.698453578442894,-26.959832092627217,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:27,360,500,169.0,0.4486579895019531,1754380286.9169216,1754380287.3655796,0,0.0,1.0,0.0,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:30,5,500,4.0,2.642882823944092,1754380288.3094537,1754380290.9523365,1,169.0,1.0,-0.9189385332546727,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:32,12,500,27.5,0.8540036678314209,1754380291.2060301,1754380292.0600338,0,86.49999999811097,82.5,-2.8378770664093453,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:33,18,500,28.0,0.9345054626464844,1754380292.2790415,1754380293.213547,0,66.83333273428745,72.87698920479328,-4.256815599603363,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:33,25,500,62.0,0.5108132362365723,1754380293.4551373,1754380293.9659505,0,57.12499999933311,65.3149820102555,-5.675754129729908,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:34,32,500,110.5,0.6008567810058594,1754380294.2148826,1754380294.8157394,1,58.1000000000893,58.45203161567612,-7.094692661907347,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:35,39,500,118.0,0.512650728225708,1754380295.0233352,1754380295.535986,1,66.83333333433318,56.82037975546763,-8.5136311920053,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:36,46,500,76.5,1.1548211574554443,1754380295.7823586,1754380296.9371798,0,74.14285714386135,55.568949632553846,-9.932569721780633,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:37,53,500,57.0,0.6849076747894287,1754380297.1430242,1754380297.827932,0,74.43750000004722,51.9858379152438,-11.351508253310822,11,Eleven,1111-11-11,Male,Right,
2025-08-05 16:51:38,60,500,98.0,0.41226935386657715,1754380298.0237436,1754380298.436013,0,72.4999999996451,49.31812828745407,-12.770446786256109,11,Eleven,1111-11-11,Male,Right,
